,abstract,title,pub_name,url,score
17,"Dense fibrous extracellular constitution of solid tumors exerts high resistance to diffusive transport into it; additionally, the scarcity of blood and lymphatic flows hinders convection. The complexity of fluidic transport mechanisms in such tumor environments still presents open questions with translational end goals. For example, clinical diagnosis and targeted drug delivery platforms for such dense tumors can ideally benefit from a quantitative framework on plasma uptake into the tumor. In this study, we present a computational model for physical parameters that may influence blood percolation and penetration into simple biomimetic solid tumor geometry. The model implements three-phase viscous-laminar transient simulation to mimic the transport physics inside a tumor-adhering blood vessel and measures the constituent volume fractions of the three considered phases, viz. plasma, RBCs (red blood cells, also known as “erythrocytes”), and WBCs (white blood cells, also known as “leukocytes”) at three different flow times, while simultaneously recording the plasma pressure and velocity at the entry point to the tumor’s extracellular space. Subsequently, to quantify plasma perfusion within the tumor zone, we proposed a reduced-order two-dimensional transport model for the tumor entry zone and its extracellular space for three different fenestra diameters: 0.1, 0.3, and 0.5 µm; the simulations were two-phase viscous-laminar transient. The findings support the hypothesis that plasma percolation into the tumor is proportional to the leakiness modulated by the size of fenestra openings, and the rate of percolation decays with the diffusion distance.",Development of a multiphase perfusion model for biomimetic reduced-order dense tumors,Experimental and Computational Multiphase Flow,http://dx.doi.org/10.1007/s42757-022-0150-x,0.16566356069585034
9,"In the context of deformable bubbles, surface tension produces a dynamic exchange between kinetic and surface elastic energy. This exchange of energy is relevant to bubble dynamics, like bubble induced turbulence or drag reduction. Unfortunately, the underlying physical mechanism is not exactly explained by the state-of-the-art numerical methods. In particular, the numerical violation of energy conservation results in an uncontrolled evolution of the system and yields well-known numerical pathologies. To remedy these problems, we tackle two of the most problematic terms in the numerical formulation: convection and surface tension. We identify the key mathematical identities that imply both physical conservation and numerical stability, present a semi-discretization of the problem that is fully energy preserving, and assess their stability in terms of the discrete energy contributions. Numerical experiments showcase the stability of the method and its energy evolution for stagnant and oscillating inviscid bubbles. Results show robust as well as bounded dynamics of the system, representing the expected physical mechanism.",Conservation of energy in the direct numerical simulation of interface-resolved multiphase flows,Experimental and Computational Multiphase Flow,http://dx.doi.org/10.1007/s42757-022-0148-4,0.11061182466079111
18,"As an emerging mathematical tool, inverse variational problem approximation (IVPA) has some real applications. Recently, deep learning is used to detect physical phenomena and carry out various tasks, which has achieved promising results. Several works have shown that can learn inverse variational problems (IVPs). In this work, we proposed a new framework to solve mean-curvature-based regularization IVPs from noisy data with different levels based on physical constrained learning and automatic differentiation. Furthermore, traditional variational methods and neural networks-based approaches are integrated, to learn the non-convex and high nonlinear inverse variational problems. And several experiments show that the effectiveness and robustness of our algorithm.",Learning mean curvature-based regularization to solve the inverse variational problems from noisy data,"Signal, Image and Video Processing",http://dx.doi.org/10.1007/s11760-023-02544-9,0.10480847260598208
46,"Abstract Statistical data summarization can significantly reduce the data storage footprint for large-scale scientific simulations while maintaining data accuracy. However, the high-resolution reconstructed data causes a memory bottleneck in graphics processing unit (GPU)-based post-hoc visualization using limited graphics memory. In this paper, we propose a statistical summarization model-driven adaptive data reconstruction method for large-scale statistical visualization on GPUs. It uses the spatial Gaussian mixture model to iteratively compute the Shannon entropy on multi-level grids, driving an adaptive mesh refinement that retains complex physical features. A graphics shader-based data reconstruction algorithm is used to efficiently generate the scalar field on the adaptive grid while seamlessly integrating with GPU-accelerated rendering algorithms. The experimental tests used data generated by five real-world scientific simulations with a maximum grid resolution of 134 million. Qualitative and quantitative analysis results show that our method can achieve efficient and high-quality reconstruction of the statistical summary data on a GPU, and the maximum data compression ratio is close to two orders of magnitude. Graphical abstract ",GPU-based adaptive data reconstruction for large-scale statistical visualization,Journal of Visualization,http://dx.doi.org/10.1007/s12650-022-00892-1,0.03678959484292129
27,"It is well known that as the generalized case for Fourier transform (FT) and fractional Fourier transform (FrFT), the linear canonical transform (LCT) has attracted more and more attention in signal processing and optics and so on due to more freedoms. On the other hand, as the tool of turning the real signals into the complex ones, the Hilbert transform (HT) is of much signification to information science. Since the complex signals through HT have the characteristic of the absence in negative frequency, HT plays an important role in communication. In the present paper, first, the generalized HT (GHT) in terms of LCT is given. Then, five types of generalized Uncertainty relations with novel uncertainty bounds of the complex signals in terms of generalized HT (GHT) in terms of LCT are demonstrated. These newly refined uncertainty bounds proved to be different from and much lower or sharper in many cases than that of the traditional complex and real signals. Finally, the examples are given to show the efficiency of the proposed uncertainty relations in this paper.",Uncertainty relations of the complex signals from generalized Hilbert transform on LCT,"Signal, Image and Video Processing",http://dx.doi.org/10.1007/s11760-023-02486-2,0.033213657366228715
22,"Intrinsic image decomposition is an important and long-standing computer vision problem. Given an input image, recovering the physical scene properties is ill-posed. Several physically motivated priors have been used to restrict the solution space of the optimization problem for intrinsic image decomposition. This work takes advantage of deep learning, and shows that it can solve this challenging computer vision problem with high efficiency. The focus lies in the feature encoding phase to extract discriminative features for different intrinsic layers from an input image. To achieve this goal, we explore the distinctive characteristics of different intrinsic components in the high-dimensional feature embedding space. We define feature distribution divergence to efficiently separate the feature vectors of different intrinsic components. The feature distributions are also constrained to fit the real ones through a feature distribution consistency. In addition, a data refinement approach is provided to remove data inconsistency from the Sintel dataset, making it more suitable for intrinsic image decomposition. Our method is also extended to intrinsic video decomposition based on pixel-wise correspondences between adjacent frames. Experimental results indicate that our proposed network structure can outperform the existing state-of-the-art.",Discriminative feature encoding for intrinsic image decomposition,Computational Visual Media,http://dx.doi.org/10.1007/s41095-022-0294-4,0.032392634974203555
32,"Commuter buses have a high passenger density relative to the interior cabin volume, and it is difficult to maintain a physical/social distance in terms of airborne transmission control. Therefore, it is important to quantitatively investigate the impact of ventilation and air-conditioning in the cabin on the airborne transmission risk for passengers. In this study, comprehensive coupled numerical simulations using computational fluid and particle dynamics (CFPD) and computer-simulated persons (CSPs) were performed to investigate the heterogeneous spatial distribution of the airborne transmission risk in a commuter bus environment under two types of layouts of the ventilation system and two types of passenger densities. Through a series of particle transmission analysis and infection risk assessment in this study, it was revealed that the layout of the supply inlet/exhaust outlet openings of a heating, ventilation, and air-conditioning (HVAC) system has a significant impact on the particle dispersion characteristics inside the bus cabin, and higher infection risks were observed near the single exhaust outlet in the case of higher passenger density. The integrated analysis of CFPD and CSPs in a commuter bus cabin revealed that the airborne transmission risk formed significant heterogeneous spatial distributions, and the changes in air-conditioning conditions had a certain impact on the risk.",Spatial distributions of airborne transmission risk on commuter buses: Numerical case study using computational fluid and particle dynamics with computer-simulated persons,Experimental and Computational Multiphase Flow,http://dx.doi.org/10.1007/s42757-022-0146-6,0.02966134678166744
34,"Optimization problems are often subject to various kinds of inexactness or inaccuracy of input data. Here, we consider multiobjective linear programming problems, in which two kinds of input entries have the form of interval data. First, we suppose that the objectives entries are interval values, and, second, we suppose that we have an interval estimation of weights of the particular criteria. These two types of interval data naturally lead to various definitions of efficient solutions. We discuss six meaningful concepts of efficient solutions and compare them to each other. For each of them, we attempt to characterize the corresponding kind efficiency and investigate computational complexity of deciding whether a given solution is efficient.",Various approaches to multiobjective linear programming problems with interval costs and interval weights,Central European Journal of Operations Research,http://dx.doi.org/10.1007/s10100-022-00804-6,0.0
36,"Due to the growth of wireless sensors, data loggers, and signal processing technologies, there has been a growing interest in the detection of damage to civil engineering infrastructures during the previous two decades. However, several challenges are encountered when applying this method to real civil engineering structures in operating and environmental conditions. The literature reviewed in this comprehensive review of vibration-based damage detection (VBDD) methods focuses on the long-term health monitoring of highway bridges. After providing a succinct summary of structural damage, damage detection methods, and the VBDD method, this article presents a state-of-the-art review of the challenges in using vibration-based damage detection methods on civil engineering infrastructures. Excitation techniques, modal parameter identification, data collection time, data communication, model-based damage detection, data-based damage detection, problems with handling big data, temperature influence, and boundary condition effects are some of the difficulties that might be taken into account for future research needs and directions. The article concludes that mode shape-based damage identification requires several dozen measurement locations, which is too complicated for the experimental study procedure due to the complexity of deployed surface-attached sensor networks, and the reliability of the ambient excitation method for large civil engineering infrastructures for early-stage damage detection is still in question.",Challenges in applying vibration-based damage detection to highway bridge structures,Asian Journal of Civil Engineering,http://dx.doi.org/10.1007/s42107-023-00594-5,0.0
35,"The paper provides a short history of the operations research (OR) in Slovenia. Some major events and achievements are mentioned and briefly discussed. The period starts in the year 1964, with the first symposium on OR in Slovenia. In the following decades, there were several important milestones: (1) the start of master’s and Ph.D. studies in OR in 1974, (2) the establishment of SSI-SSOR in 1992 (SSI-SSOR stands for the Slovenian Section for Operational Research within the Slovenian Society of Informatics), and (3) the start of a series of symposia in operations research in 1993. All these activities resulted in an extensive list of publications, projects, and monographs and international connections, proving that OR is still a vibrant field, which facilitates knowledge transfer from pure research to business applications.",60 years of OR in Slovenia: development from a first conference to a vibrant community,Central European Journal of Operations Research,http://dx.doi.org/10.1007/s10100-023-00859-z,0.0
38,"The continuous development of metal additive manufacturing (AM) promises the flexible and customized production, spurring AM research towards end-use part fabrication rather than prototyping, but inability to well control process defects and variability has precluded the widespread applications of AM. To solve these issues, process monitoring and control is a powerful approach. Recently, a variety of monitoring methods have been proposed and integrated with metal AM machines, which enables a large volume of data to be collected during the process. However, the data analytics faces great challenges due to the complexity of the process, bringing difficulties on developing effective models for defects detection as well as feedback control to improve quality. To overcome these challenges, machine learning methods have been frequently employed in the model development. By using machine learning methods, the models can be built based on the collected dataset, while it is not necessary to fully understand the process. This paper reviews the applications of machine learning methods in metal powder-bed fusion process monitoring and control, illuminates the challenges to be solved, and outlooks possible solutions.",Applications of machine learning in metal powder-bed fusion in-process monitoring and control: status and challenges,Journal of Intelligent Manufacturing,http://dx.doi.org/10.1007/s10845-022-01972-7,0.0
43,"Let $$\Omega $$ Ω be a domain in $${\mathbb {R}}^n$$ R n , $$\Gamma $$ Γ be a hyperplane intersecting $$\Omega $$ Ω , $$\varepsilon >0$$ ε > 0 be a small parameter, and $$D_{k,\varepsilon }$$ D k , ε , $$k=1,2,3\dots $$ k = 1 , 2 , 3 ⋯ be a family of small “holes” in $$\Gamma \cap \Omega $$ Γ ∩ Ω ; when $$\varepsilon \rightarrow 0$$ ε → 0 , the number of holes tends to infinity, while their diameters tends to zero. Let $${\mathscr {A}}_\varepsilon $$ A ε be the Neumann Laplacian in the perforated domain $$\Omega _\varepsilon =\Omega \setminus \Gamma _\varepsilon $$ Ω ε = Ω \ Γ ε , where $$\Gamma _\varepsilon =\Gamma \setminus (\cup _k D_{k,\varepsilon })$$ Γ ε = Γ \ ( ∪ k D k , ε ) (“sieve”). It is well-known that if the sizes of holes are carefully chosen, $${\mathscr {A}}_\varepsilon $$ A ε converges in the strong resolvent sense to the Laplacian on $$\Omega \setminus \Gamma $$ Ω \ Γ subject to the so-called $$\delta '$$ δ ′ -conditions on $$\Gamma \cap \Omega $$ Γ ∩ Ω . In the current work we improve this result: under rather general assumptions on the shapes and locations of the holes we derive estimates on the rate of convergence in terms of $$L^2\rightarrow L^2$$ L 2 → L 2 and $$L^2\rightarrow H^1$$ L 2 → H 1 operator norms; in the latter case a special corrector is required.",Operator estimates for the Neumann sieve problem,Annali di Matematica Pura ed Applicata (1923 -),http://dx.doi.org/10.1007/s10231-023-01308-z,0.0
39,"Lubricants are often contaminated by water in different ways. Water-polluted lubricants extremely accelerate wear corrosion, leading to the deterioration of lubricity performance. Recently, multiphase media superwettability has been developed to endow one surface with compatible functions, such as on-demand separation of oily wastewater. However, realizing the robustness of the dual superlyophobic surface to solve water-caused lubricant deterioration and water contamination as needed remains challenges. Herein, a robust dual superlyophobic membrane is presented to realize on-demand separation for various lubricant—water emulsions. Compared to pure lubricants, the purified lubricants have equivalent tribology performance, which are much better than that of water-polluted lubricants. The as-prepared membrane maintains dual superlyophobicity, high-efficient for water or lubricant purification, and excellent tribology performance of the purified lubricant, even after immersion in hot liquids for 24 h, multicycle separation, and sandpaper abrasion for 50 cycles. Water-polluted lubricant extremely accelerates wear corrosion to promote catalytic dehydrogenation of lubricants, generating too much harmful carbon-based debris. This work shows great guiding significance for recovering the tribology performance of water-polluted lubricants and purifying water by the dual superlyophobic membrane.",A robust membrane with dual superlyophobicity for solving water-caused lubricant deterioration and water contamination,Friction,http://dx.doi.org/10.1007/s40544-022-0677-7,0.0
40,"We study the friction when a rectangular tire tread rubber block is sliding on an ice surface at different temperatures ranging from −38 to −2 °C, and sliding speeds ranging from 3 µm/s to 1 cm/s. At low temperatures and low sliding speeds we propose that an important contribution to the friction force is due to slip between the ice surface and ice fragments attached to the rubber surface. At temperatures above −10 °C or for high enough sliding speeds, a thin premelted water film occurs on the ice surface and the contribution to the friction from shearing the area of real contact is small. In this case the dominant contribution to the friction force comes from viscoelastic deformations of the rubber by the ice asperities. We comment on the role of waxing on the friction between skis and snow (ice particles).",Rubber-ice friction,Friction,http://dx.doi.org/10.1007/s40544-022-0715-5,0.0
41,"Additive manufacturing (AM) offers the advantage of producing complex parts more efficiently and in a lesser production cycle time as compared to conventional subtractive manufacturing processes. It also provides higher flexibility for diverse applications by facilitating the use of a variety of materials and different processing technologies. With the exceptional growth of computing capability, researchers are extensively using machine learning (ML) techniques to control the performance of every phase of AM processes, such as design, process parameters modeling, process monitoring and control, quality inspection, and validation. Also, ML methods have made it possible to develop cybermanufacturing for AM systems and thus revolutionized Industry 4.0. This paper presents the state-of-the-art applications of ML in solving numerous problems related to AM processes. We give an overview of the research trends in this domain through a systematic literature review of relevant journal articles and conference papers. We summarize recent development and existing challenges to point out the direction of future research scope. This paper can provide AM researchers and practitioners with the latest information consequential for further development.",A systematic literature review on recent trends of machine learning applications in additive manufacturing,Journal of Intelligent Manufacturing,http://dx.doi.org/10.1007/s10845-022-01957-6,0.0
42,"This paper presents the development and analysis of artificial neural network (ANN) models for the nonlinear fractional-order (FO) point reactor kinetics model, FO Nordheim–Fuchs model, inverse FO point reactor kinetics model and FO constant delayed neutron production rate approximation model. These models represent the dynamics of a nuclear reactor with neutron transport modeled as subdiffusion. These FO models are nonlinear in nature, are comprised of a system of coupled fractional differential equations and integral equations, and are considered to be difficult for solving both analytically and numerically. The ANN models were developed using the data generated from these models. The work involves the iterative process of ANN learning with different combinations of layers and neurons. It is shown through extensive simulation studies that the developed ANN models faithfully capture the transient and steady-state dynamics of these FO models, thereby providing a satisfactory representation for the nonlinear subdiffusive process of neutron transport in a nuclear reactor.",Modeling nonlinear fractional-order subdiffusive dynamics in nuclear reactor with artificial neural networks,International Journal of Dynamics and Control,http://dx.doi.org/10.1007/s40435-022-01100-6,0.0
44,"Abstract Some unmanned aerial vehicles, micro-air vehicles, and small-scale wind turbines operate at Reynolds number values less than $$5 \times 10^5$$ 5 × 10 5 based on chord length. However, there are limited data sets characterizing the airfoil performance at Reynolds number spanning $$2\times 10^4 \le Re_c \le 5\times 10^4$$ 2 × 10 4 ≤ R e c ≤ 5 × 10 4 . The objective of this study is to investigate the impact of airfoil thickness and camber for canonical NACA airfoils at Reynolds numbers in this range and to correlate the observed aerodynamic behavior with the flow patterns. For this purpose, NACA-0009, 0012, 0021, and 6409 airfoils were used, and all experiments were performed in a water tunnel. A high-precision load cell was utilized to characterize the performance of the airfoils, and the hydrogen bubble flow visualization was used to assess the flow over the airfoils. The results showed that the airfoil thickness and camber significantly influence the aerodynamic performance and a strong dependence on the Reynolds number was observed. Symmetric NACA airfoils exhibited nonlinear lift behavior at Reynolds number below $$4\times 10^4$$ 4 × 10 4 as well as abrupt changes in lift values. The cambered airfoil showed some Reynolds number dependence but performed better than its symmetrical counterpart. The aerodynamic performance was correlated with the observed flow features around the airfoils. Graphical abstract ",Aerodynamic behavior and flow visualization on canonical NACA airfoils at low Reynolds number,Journal of Visualization,http://dx.doi.org/10.1007/s12650-023-00910-w,0.0
45,"Phononic crystals (PCs) consist of a periodic arrangement of inclusions in a matrix material, and have garnered a great deal of interest owing to a phenomenon known as band gap frequencies in which particular frequency ranges are not able to propagate through the PCs. The aim of this work is to study the effects of magneto-elastic coupling and other parameters such as randomness in geometrical properties, volume fraction and size of inclusions on longitudinal wave propagation and, in particular, on the appearance of stop-band frequencies. The results indicate that the most important parameters deciding whether a frequency is in a stop-band or a pass-band are the randomness in geometrical properties and piezomagnetic coupling. It was observed that piezomagnetic coupling can lead to a widening of the first stop-band range for a periodic microstructure. Moreover, while randomness in particle size leads to a stop-band range and reduced wave transmission in the second pass region, randomness in particle position leads to removal of the pass band ranges compared to periodic structures. Additionally, the influence of piezomagnetic coupling becomes insignificant in fully random structures.",Effects of randomness and piezomagnetic coupling on the appearance of stop-bands in heterogeneous magnetorheological elastomers,Archive of Applied Mechanics,http://dx.doi.org/10.1007/s00419-023-02437-w,0.0
47,"The analysis of large simple graphs with extreme values of the densities of edges and triangles has been extended to the statistical structure of typical graphs of fixed intermediate densities, by the use of large deviations of Erdős-Rényi graphs. We prove that the typical graph exhibits sharp singularities as the constraining densities vary between different curves of extreme values, and we determine the precise nature of the singularities. The extension to graphs with fixed densities of edges and k -cycles for odd $$k>3$$ k > 3 is straightforward and we note the simple changes in the proof.",Typical large graphs with given edge and triangle densities,Probability Theory and Related Fields,http://dx.doi.org/10.1007/s00440-023-01187-8,0.0
48,"The Baxter permuton is a random probability measure on the unit square which describes the scaling limit of uniform Baxter permutations. We determine an explicit formula for the density of the expectation of the Baxter permuton. This answers a question of Dokos and Pak (Online J Anal Comb 9:12, 2014). We also prove that all pattern densities of the Baxter permuton are strictly positive, distinguishing it from other permutons arising as scaling limits of pattern-avoiding permutations. Our proofs rely on a recent connection between the Baxter permuton and Liouville quantum gravity (LQG) coupled with the Schramm-Loewner evolution (SLE). The method works equally well for a two-parameter generalization of the Baxter permuton recently introduced by the first author, except that the density is not as explicit. This new family of permutons, called skew Brownian permuton , describes the scaling limit of a number of random constrained permutations. We finally observe that in the LQG/SLE framework, the expected proportion of inversions in a skew Brownian permuton equals $$\frac{\pi -2\theta }{2\pi }$$ π - 2 θ 2 π where $$\theta $$ θ is the so-called imaginary geometry angle between a certain pair of SLE curves.",Baxter permuton and Liouville quantum gravity,Probability Theory and Related Fields,http://dx.doi.org/10.1007/s00440-023-01193-w,0.0
33,"We consider the model of a transportation problem with the objective of finding a minimum-cost transportation plan for shipping a given commodity from a set of supply centers to the customers. Since the exact values of supply and demand and the exact transportation costs are not always available for real-world problems, we adopt the approach of interval programming to represent such uncertainty, resulting in the model of an interval transportation problem. The interval model assumes that lower and upper bounds on the data are given and the values can be independently perturbed within these bounds. In this paper, we provide an overview of conditions for checking basic properties of the interval transportation problems commonly studied in interval programming, such as weak and strong feasibility or optimality. We derive a condition for testing weak optimality of a solution in polynomial time by finding a suitable scenario of the problem. Further, we formulate a similar condition for testing strong optimality of a solution for transportation problems with interval supply and demand (and exact costs). Moreover, we also survey the results on computing the best and the worst optimal value. We build on an exact method for solving the NP-hard problem of computing the worst (finite) optimal value of the interval transportation problem based on a decomposition of the optimal solution set by complementary slackness. Finally, we conduct computational experiments to show that the method can be competitive with the state-of-the-art heuristic algorithms.","Interval transportation problem: feasibility, optimality and the worst optimal value",Central European Journal of Operations Research,http://dx.doi.org/10.1007/s10100-023-00841-9,0.0
25,"Voronoi diagrams on triangulated surfaces based on the geodesic metric play a key role in many applications of computer graphics. Previous methods of constructing such Voronoi diagrams generally depended on having an exact geodesic metric. However, exact geodesic computation is time-consuming and has high memory usage, limiting wider application of geodesic Voronoi diagrams (GVDs). In order to overcome this issue, instead of using exact methods, we reformulate a graph method based on Steiner point insertion, as an effective way to obtain geodesic distances. Further, since a bisector comprises hyperbolic and line segments, we utilize Apollonius diagrams to encode complicated structures, enabling Voronoi diagrams to encode a medial-axis surface for a dense set of boundary samples. Based on these strategies, we present an approximation algorithm for efficient Voronoi diagram construction on triangulated surfaces. We also suggest a measure for evaluating similarity of our results to the exact GVD. Although our GVD results are constructed using approximate geodesic distances, we can get GVD results similar to exact results by inserting Steiner points on triangle edges. Experimental results on many 3D models indicate the improved speed and memory requirements compared to previous leading methods.",An efficient algorithm for approximate Voronoi diagram construction on triangulated surfaces,Computational Visual Media,http://dx.doi.org/10.1007/s41095-022-0326-0,0.0
31,"Face recognition is a prevalent identity verification method, but it requires a liveness detection system to guard against face fraud from printed images and mobile phone photographs. It is challenging to guarantee low complexity and high accuracy of the face anti-spoofing model applied on the Android development board at the same time in existing research. On the Android development board, we construct a liveness detection system that is resistant to attacks from printed images and photographs of electronic devices such as tablets. In conjunction with the actual circumstance, we create a lightweight liveness detection algorithm based on near-infrared images. We utilize MTCNN to clip the near-infrared images in order to preserve the facial portions and reduce the calculated cost. After applying Gamma correction to weaken the impact of illumination on the faces, the facial images are subsequently incorporated into the enhanced ShuffleNet V2 model based on the MBConv and squeeze-excitation (SE) modules for secondary classification. We evaluate the performance of the enhanced model on the CBSR NIR Face Dataset, CASIA NIR-VIS 2.0 Face Database and Oulu-CASIA, achieving 98.50%, 99.87% and 100% accuracy, which is superior to the performance of the original ShuffleNet V2 model and state-of-the-art methods. Our model’s FLOPs and Params are 0.28 G and 2.17 M, respectively. Meanwhile, the liveness detection system based on Android has an exceptionally high level of security performance",Design and implementation of liveness detection system based on improved shufflenet V2,"Signal, Image and Video Processing",http://dx.doi.org/10.1007/s11760-023-02524-z,0.0
